code,name,mainFoodType,detailedFoodType,calorie,protein,fat,carbohydrate,taste,mainIngredient,secondaryIngredient,cookMethod
D013803,ICED 카페 아메리카노,음료 및 차류,커피류,8,1,0,2,담백한맛,커피,얼음,끓이기
D013804,HOT 카페 아메리카노,음료 및 차류,커피류,8,1,0,2,담백한맛,커피,물,끓이기
D013805,(EX)ICED 카페 아메리카노,음료 및 차류,커피류,16,1,0,2,담백한맛,커피,얼음,굽기
D013806,(EX)HOT 카페 아메리카노,음료 및 차류,커피류,16,1,0,2,담백한맛,커피,물,끓이기
D013807,ICED 카페 라떼,음료 및 차류,커피류,108,5,10,13,단맛,커피,에스프레소,굽기
D013808,(EX)ICED 카페 라떼,음료 및 차류,커피류,184,9,10,13,단맛,커피,시럽,굽기
D013809,HOT 카페 라떼,음료 및 차류,커피류,164,8,10,13,단맛,커피,설탕,끓이기
D013810,(EX)HOT 카페 라떼,음료 및 차류,커피류,321,16,10,13,단맛,커피,시럽,끓이기
D013811,ICED 카푸치노,음료 및 차류,커피류,124,6,6.4,10,단맛,커피,아이스,굽기
D013812,HOT 카푸치노,음료 및 차류,커피류,136,7,5.92,9.25,단맛,커피,시나몬,굽기
D013813,ICED 카페 모카,음료 및 차류,커피류,294,6,12,28,단맛,커피,초콜릿,굽기
D013814,HOT 카페 모카,음료 및 차류,커피류,322,8,11.1,25.9,단맛,커피,시나몬,끓이기
D013815,(EX)ICED 카페 모카,음료 및 차류,커피류,417,10,18.9,44.1,단맛,커피,초콜릿,굽기
D013816,(EX)HOT 카페 모카,음료 및 차류,커피류,542,16,18.9,44.1,단맛,커피,시나몬,끓이기
D013817,ICED 카라멜 마끼아또,음료 및 차류,커피류,167,5,8.8,26,단맛,커피,카라멜,굽기
D013818,HOT 카라멜 마끼아또,음료 및 차류,커피류,217,8,8.14,24.05,단맛,당류,카라멜,굽기
D013819,(EX)ICED 카라멜 마끼아또,음료 및 차류,커피류,275,8,13.86,4.095,단맛,커피,카라멜,굽기
D013820,(EX)HOT 카라멜 마끼아또,음료 및 차류,커피류,412,15,13.86,4.095,단맛,커피,카라멜,굽기
D013821,ICED 바닐라 라떼,음료 및 차류,커피류,168,6,28,102,단맛,커피,바닐라,굽기
D013822,HOT 바닐라 라떼,음료 및 차류,커피류,218,8,25.9,94.35,단맛,커피,설탕,끓이기
D013823,(EX)ICED 바닐라 라떼,음료 및 차류,커피류,298,10,44.1,160.65,단맛,커피,설탕,끓이기
D013824,(EX)HOT 바닐라 라떼,음료 및 차류,커피류,435,17,44.1,160.65,단맛,향신료,설탕,끓이기
D013825,ICED 화이트 초콜릿 모카,음료 및 차류,커피류,310,5,12,28,단맛,커피,에스프레소,굽기
D013826,HOT 화이트 초콜릿 모카,음료 및 차류,커피류,346,8,11.1,25.9,단맛,초콜릿,바닐라시럽,끓이기
D013827,ICED 민트모카,음료 및 차류,커피류,335,6,12,28,단맛,커피,민트시럽,굽기
D013828,HOT 민트 모카,음료 및 차류,커피류,360,8,11.1,25.9,단맛,커피,민트시럽,굽기
D013829,ICED 초콜릿,음료 및 차류,기타 음료류,321,6,11.62371795,69.21280488,단맛,초콜릿,시럽,끓이기
D013830,HOT 초콜릿,음료 및 차류,기타 음료류,346,8,11.62371795,69.21280488,단맛,초콜릿,설탕,끓이기
D013831,(EX)ICED 초콜릿,음료 및 차류,기타 음료류,459,11,11.62371795,69.21280488,단맛,초콜릿,설탕,끓이기
D013832,(EX)HOT 초콜릿,음료 및 차류,기타 음료류,564,17,11.62371795,69.21280488,단맛,초콜릿,설탕,끓이기
D013833,ICED 화이트 초콜릿,음료 및 차류,기타 음료류,321,5,11.62371795,69.21280488,단맛,초콜릿,밀크,굽기
D013834,HOT 화이트 초콜릿,음료 및 차류,기타 음료류,345,7,11.62371795,69.21280488,단맛,초콜릿,바닐라,끓이기
D013835,ICED 녹차 라떼,음료 및 차류,차류,188,6,2,20,단맛,차류,얼음,끓이기
D013836,HOT 녹차 라떼,음료 및 차류,차류,238,8,1.85,18.5,단맛,차류,설탕,끓이기
D013837,(EX)IXED 녹차 라떼,음료 및 차류,차류,341,10,3.15,31.5,단맛,차류,녹차,끓이기
D013838,(EX)HOT 녹차 라떼,음료 및 차류,차류,466,16,3.15,31.5,단맛,차류,설탕,끓이기
D013839,ICED 민트 초콜릿,음료 및 차류,기타 음료류,346,7,11.62371795,69.21280488,단맛,초콜릿,민트,굽기
D013840,HOT 민트 초콜릿,음료 및 차류,기타 음료류,371,9,11.62371795,69.21280488,단맛,초콜릿,민트,굽기
D013841,ICED 이곡 라떼,음료 및 차류,기타 음료류,235,9,11.62371795,69.21280488,단맛,커피,얼음,굽기
D013842,HOT 이곡 라떼,음료 및 차류,기타 음료류,279,11,11.62371795,69.21280488,단맛,커피,설탕,굽기
D013843,ICED 토피 넛 라떼,음료 및 차류,기타 음료류,254,6,11.62371795,69.21280488,단맛,커피,토피,굽기
D013844,HOT 토피 넛 라떼,음료 및 차류,기타 음료류,308,8,11.62371795,69.21280488,단맛,커피,아몬드,굽기
D013845,(EX)IXCED 토피 넛 라떼,음료 및 차류,기타 음료류,398,10,11.62371795,69.21280488,단맛,커피,토피,굽기
D013846,(EX)HOT 토피 넛 라떼,음료 및 차류,기타 음료류,523,16,11.62371795,69.21280488,단맛,커피,토피,굽기
D013847,ICED 고구마 라떼,음료 및 차류,기타 음료류,425,7,8,76,단맛,채소류,시럽,끓이기
D013848,HOT 고구마 라떼,음료 및 차류,기타 음료류,325,7,7.4,70.3,단맛,채소류,설탕,끓이기
D013849,홍시주스,음료 및 차류,과일.채소음료류,238,1,2,40,단맛,과일류,당도,끓이기
D013850,골드키위주스,음료 및 차류,과일.채소음료류,241,1,2,40,단맛,과일류,설탕,끓이기
D013851,딸기주스,음료 및 차류,과일.채소음료류,260,2,2,40,단맛,과일류,설탕,끓이기
D013852,아이스티 복숭아,음료 및 차류,차류,185,0,2,20,단맛,과일류,설탕,끓이기
D013853,(EX)아이스티 복숭아,음료 및 차류,차류,370,0,3.15,31.5,단맛,과일류,설탕,끓이기
D013854,아이스티 레몬,음료 및 차류,차류,178,0,2,20,신맛,과일류,설탕,끓이기
D013855,(EX)아이스티 레몬,음료 및 차류,차류,356,0,3.15,31.5,신맛,과일류,설탕,끓이기
D013856,ICED 어린잎 녹차(작설차),음료 및 차류,차류,0,0,2,20,담백한맛,차류,물,끓이기
D013857,HOT 어린잎 녹차(작설차),음료 및 차류,차류,0,0,1.85,18.5,담백한맛,차류,알 수 없음,끓이기
D013858,ICED 얼그레이 홍차(블랙티),음료 및 차류,차류,0,0,2,20,단맛,차류,얼음,끓이기
D013859,HOT 얼그레이 홍차(블랙티),음료 및 차류,차류,0,0,1.85,18.5,단맛,차류,베르가못,끓이기
D013860,ICED 로즈 자스민 티,음료 및 차류,차류,0,0,2,20,단맛,차류,자스민,끓이기
D013861,HOT 로즈자스민티,음료 및 차류,차류,0,0,1.85,18.5,단맛,차류,자스민,끓이기
D013862,ICED 캐모마일레드티,음료 및 차류,차류,0,0,2,20,단맛,차류,얼음,끓이기
D013863,HOT 캐모마일레드티,음료 및 차류,차류,0,0,1.85,18.5,담백한맛,차류,꿀,끓이기
D013864,ICED 페퍼민트티,음료 및 차류,차류,0,0,2,20,단맛,차류,페퍼민트,끓이기
D013865,HOT 페퍼민트티,음료 및 차류,차류,0,0,1.85,18.5,단맛,차류,꿀,끓이기
D013866,ICED 밀크티,음료 및 차류,차류,138,5,6,30,단맛,유제품,얼음,끓이기
D013867,HOT 밀크티,음료 및 차류,차류,173,7,6,30,단맛,차류,설탕,끓이기
D013868,유자차,음료 및 차류,차류,187,0,1.85,18.5,단맛,과일류,설탕,끓이기
D013869,레몬차,음료 및 차류,차류,218,0,1.85,18.5,신맛,과일류,꿀,끓이기
D013870,자몽차,음료 및 차류,차류,186,0,1.85,18.5,신맛,과일류,설탕,끓이기
D013871,커피 플랫치노,음료 및 차류,스무디류,181,2,2,40,단맛,커피,에스프레소,굽기
D013872,망고 플랫치노,음료 및 차류,스무디류,256,0,2,40,단맛,과일류,설탕,굽기
D013873,모카 플랫치노,음료 및 차류,스무디류,220,2,2,40,단맛,커피,에스프레소,굽기
D013874,카라멜 플랫치노,음료 및 차류,스무디류,358,2,2,40,단맛,커피,카라멜,굽기
D013875,자몽 플랫치노,음료 및 차류,스무디류,150,1,2,40,단맛,과일류,설탕,굽기
D013876,그린 애플 플랫치노,음료 및 차류,스무디류,223,0,2,40,단맛,과일류,시럽,굽기
D013877,녹차 플랫치노,음료 및 차류,스무디류,287,4,2,40,단맛,차류,허니,굽기
D013878,초코렛 칩 플랫치노,음료 및 차류,스무디류,410,7,2,40,단맛,초콜릿,바닐라,굽기
D015915,바이트골드피자,빵류,피자류,487,28,11,35,단맛,알 수 없음,치즈,굽기
D013880,플레인 요거트 플랫치노,음료 및 차류,스무디류,227,7,2,40,단맛,유제품,꿀,볶기
D015916,점보피자(콤비),빵류,피자류,605,32,11,35,단맛,알 수 없음,페퍼로니,굽기
D015918,점보피자(불고기),빵류,피자류,652,36,11,35,단맛,알 수 없음,파프리카,굽기
D013883,오리진 쉐이크,음료 및 차류,스무디류,535,8,2,40,단맛,유제품,바나나,알 수 없음
D013884,초코 쿠키쉐이크,음료 및 차류,스무디류,613,9,2,40,단맛,초콜릿,바닐라익스트랙트,굽기
D013885,딸기 쉐이크,음료 및 차류,스무디류,650,9,2,40,단맛,과일류,설탕,굽기
D013886,(EX) 레몬에이드,음료 및 차류,탄산음료류,188,0,0,50.4,신맛,과일류,설탕,끓이기
D013887,레몬에이드,음료 및 차류,탄산음료류,117,0,0,32,신맛,과일류,설탕,끓이기
D013888,자몽에이드,음료 및 차류,탄산음료류,124,1,0,32,신맛,과일류,설탕,끓이기
D013889,(EX) 자몽에이드,음료 및 차류,탄산음료류,199,1,0,50.4,신맛,과일류,설탕,끓이기
D013890,청포도에이드,음료 및 차류,탄산음료류,131,0,0,32,신맛,과일류,설탕,끓이기
D013891,(EX) 청포도에이드,음료 및 차류,탄산음료류,197,0,0,50.4,단맛,과일류,설탕,끓이기
D013892,라임에이드,음료 및 차류,탄산음료류,134,0,0,32,신맛,과일류,설탕,끓이기
D013893,(EX) 라임에이드,음료 및 차류,탄산음료류,201,0,0,50.4,신맛,과일류,설탕,끓이기
D014092,더블에스프레소,음료 및 차류,커피류,22,1,0.12,0,단맛,커피,물,굽기
D014093,앗!메리카노(HOT),음료 및 차류,커피류,14,0,0,2,담백한맛,커피,물,끓이기
D014094,앗!메리카노(ICED),음료 및 차류,커피류,13,0,0,2,신맛,커피,물,끓이기
D014095,원조커피(HOT),음료 및 차류,커피류,410,3,6,21,단맛,커피,물,끓이기
D014096,원조커피(ICED),음료 및 차류,커피류,393,2,12,42,단맛,커피,얼음,굽기
D014099,빽’s 라떼(HOT),음료 및 차류,커피류,253,8,10,13,단맛,커피,알 수 없음,굽기
D014100,빽’s 라떼(ICED),음료 및 차류,커피류,198,10,10,13,단맛,커피,설탕,굽기
D014101,블랙펄카페라떼,음료 및 차류,커피류,349,5,10,13,단맛,커피,설탕,굽기
D014102,바닐라라떼(HOT),음료 및 차류,커피류,351,9,22.75,82.875,단맛,향신료,설탕,끓이기
D014103,바닐라라떼(ICED),음료 및 차류,커피류,433,9,42,153,단맛,향신료,설탕,굽기
D014104,카페모카(HOT),음료 및 차류,커피류,319,13,10.5,24.5,단맛,커피,초콜릿,끓이기
D014105,카페모카(ICED),음료 및 차류,커피류,365,13,18.75,43.75,단맛,커피,아이스,굽기
D014106,카라멜마키아또(HOT),음료 및 차류,커피류,354,8,5,43,단맛,커피,카라멜,굽기
D014107,카라멜마키아또(ICED),음료 및 차류,커피류,382,9,5,43,단맛,커피,에스프레소,굽기
D014108,크리미모카라떼(HOT),음료 및 차류,커피류,440,8,9.75,22.75,단맛,커피,모카시럽,끓이기
D014109,크리미모카라떼(ICED),음료 및 차류,커피류,612,10,18.75,43.75,단맛,커피,시럽,굽기
D014110,완전초코(HOT),음료 및 차류,기타 음료류,342,9,11.62371795,69.21280488,단맛,초콜릿,알 수 없음,굽기
D014111,완전초코(ICED),음료 및 차류,기타 음료류,389,10,11.62371795,69.21280488,단맛,초콜릿,초콜릿,알 수 없음
D014112,녹차라떼(HOT),음료 및 차류,기타 음료류,351,10,11.62371795,69.21280488,단맛,차류,설탕,끓이기
D014113,녹차라떼(ICED),음료 및 차류,기타 음료류,327,9,11.62371795,69.21280488,단맛,차류,설탕,끓이기
D014114,민트초코라떼(HOT),음료 및 차류,기타 음료류,413,11,11.62371795,69.21280488,단맛,커피,민트시럽,끓이기
D015919,불케이노피자L,빵류,피자류,578,34,11,35,짠맛,알 수 없음,알 수 없음,굽기
D014116,토피넛라떼(HOT),음료 및 차류,기타 음료류,411,8,11.62371795,69.21280488,단맛,커피,카라멜,끓이기
D015920,불케이노R,빵류,피자류,446,26,11,35,알 수 없음,알 수 없음,알 수 없음,굽기
D014118,밀크티(HOT),음료 및 차류,차류,313,9,6,30,단맛,유제품,설탕,끓이기
D014119,밀크티(ICED),음료 및 차류,차류,353,9,6,30,단맛,차류,설탕,끓이기
D014120,블랙펄라떼,음료 및 차류,기타 음료류,282,5,11.62371795,69.21280488,단맛,커피,바닐라시럽,굽기
D014121,블랙펄밀크티,음료 및 차류,차류,365,3,6,30,단맛,유제품,펄,끓이기
D014122,깔라만시티,음료 및 차류,차류,244,0,1.5,15,신맛,과일류,설탕,끓이기
D014123,레몬티,음료 및 차류,차류,272,0,2,20,신맛,과일류,설탕,끓이기
D014124,레모네이드,음료 및 차류,기타 음료류,246,0,11.62371795,69.21280488,신맛,과일류,설탕,끓이기
D014125,자몽티,음료 및 차류,차류,281,1,2,20,단맛,과일류,설탕,끓이기
D014126,청포도플라워,음료 및 차류,과일.채소음료류,220,0,2.75,55,단맛,과일류,설탕,무치기
D014127,청포도에이드,음료 및 차류,탄산음료류,234,0,0,48,단맛,과일류,설탕,끓이기
D014128,깔라만시에이드,음료 및 차류,탄산음료류,215,1,0,48,신맛,과일류,설탕,끓이기
D014129,자몽에이드,음료 및 차류,탄산음료류,258,1,0,50,신맛,과일류,설탕,끓이기
D014130,완전파인애플,음료 및 차류,과일.채소음료류,192,1,3.125,62.5,단맛,과일류,알 수 없음,굽기
D014131,완전망고,음료 및 차류,과일.채소음료류,241,2,3.125,62.5,단맛,과일류,망고,알 수 없음
D014132,플레인요거트스무디,음료 및 차류,스무디류,494,7,2,40,단맛,유제품,바나나,무치기
D015921,왕창포테이토피자L,빵류,피자류,619,23,11,35,단맛,알 수 없음,토마토,굽기
D014138,완전딸기바나나(BASIC),음료 및 차류,과일.채소음료류,502,7,3.125,62.5,단맛,과일류,알 수 없음,무치기
D014139,완전딸기바나나(SOFT),음료 및 차류,과일.채소음료류,709,9,3.825,76.5,단맛,과일류,알 수 없음,알 수 없음
D014140,완전초코바나나(BASIC),음료 및 차류,과일.채소음료류,577,10,3.125,62.5,단맛,초콜릿,초콜릿,굽기
D014141,완전초코바나나(SOFT),음료 및 차류,과일.채소음료류,784,12,3.825,76.5,단맛,과일류,알 수 없음,굽기
D014142,피스타치오빽스치노(BASIC),음료 및 차류,스무디류,535,8,2,40,단맛,견과류,알 수 없음,굽기
D014143,피스타치오빽스치노(SOFT),음료 및 차류,스무디류,742,10,2,40,단맛,견과류,알 수 없음,로스팅
D014144,녹차빽스치노(BASIC),음료 및 차류,스무디류,487,9,2,40,단맛,차류,녹차,굽기
D014145,녹차빽스치노(SOFT),음료 및 차류,스무디류,694,12,2,40,단맛,차류,녹차파우더,굽기
D014146,원조빽스치노(BASIC),음료 및 차류,스무디류,593,9,2,40,단맛,커피,우유,로스팅
D014147,원조빽스치노(SOFT),음료 및 차류,스무디류,800,12,2,40,단맛,커피,알 수 없음,굽기
D014148,민트초코 빽스치노(BASIC),음료 및 차류,스무디류,602,12,2,40,단맛,초콜릿,초콜릿,굽기
D014149,민트초코 빽스치노(SOFT),음료 및 차류,스무디류,809,15,2,40,단맛,커피,민트,굽기
D014267,헤이즐넛향 아메리카노,음료 및 차류,커피류,70,0.7,2.5,11,단맛,커피,헤이즐넛시럽,굽기
D014272,커피빈 아메리카노,음료 및 차류,커피류,10,0.5,0,1.4,담백한맛,커피,물,끓이기
D015922,왕창포테이토피자R,빵류,피자류,470,18,11,35,단맛,알 수 없음,마늘,굽기
D014274,아메리치노 흑당 ICE,음료 및 차류,커피류,159,2,2,38,단맛,커피,흑당,끓이기
D014275,오트밀 라떼 HOT,음료 및 차류,커피류,169,9,0,21,단맛,곡물,꿀,끓이기
D014276,아메리치노 라떼 ICE,음료 및 차류,커피류,227,8,5,30,단맛,커피,얼음,끓이기
D014277,콜드브루 ToGo ICE,음료 및 차류,커피류,8,0,0,0,단맛,커피,얼음,굽기
D014279,콜브브루 더치커피 ICE,음료 및 차류,커피류,6,0,0,1,단맛,커피,얼음,굽기
D014280,아메리카노 HOT,음료 및 차류,커피류,9,1,0,1,담백한맛,커피,물,끓이기
D014281,카푸치노 HOT,음료 및 차류,커피류,113,6,6,9,단맛,커피,에스프레소,굽기
D014282,카페라떼 HOT,음료 및 차류,커피류,152,8,9.5,12,단맛,커피,설탕,끓이기
D014283,바닐라 카페라떼 HOT,음료 및 차류,커피류,207,7,7,29,단맛,커피,설탕,끓이기
D014284,카라멜마끼아또 HOT,음료 및 차류,커피류,231,8,24,31,단맛,커피,카라멜,굽기
D014285,카페모카 HOT,음료 및 차류,커피류,334,8,6,29,단맛,커피,초콜릿,끓이기
D014286,제주 청귤 스노우,음료 및 차류,스무디류,442,1,0.7,109,단맛,과일류,설탕,알 수 없음
D014287,멜론 스노우,음료 및 차류,스무디류,350,11,0.7,62,단맛,과일류,설탕,무치기
D014288,워터멜론 스노우,음료 및 차류,스무디류,298,1,0.7,70,단맛,과일류,설탕,알 수 없음
D015927,반미터포테이토피자,빵류,피자류,439,21,11,35,단맛,알 수 없음,치즈,굽기
D014290,오트밀 블루베리 스노우,음료 및 차류,스무디류,371,8,0.7,67,단맛,과일류,블루베리,끓이기
D014291,코코넛 밀크 스노우 ICE,음료 및 차류,스무디류,499,4,0.7,76,단맛,과일류,코코넛,끓이기
D014292,한라봉 스노우,음료 및 차류,스무디류,400,1,0.7,90,단맛,과일류,설탕,알 수 없음
D014293,망고 스노우,음료 및 차류,스무디류,353,0,0.7,87,단맛,과일류,설탕,굽기
D014294,요거트 스노우,음료 및 차류,스무디류,403,5,0.7,85,단맛,유제품,바나나,무치기
D014295,딸기 스노우,음료 및 차류,스무디류,340,3,0.7,74,단맛,과일류,설탕,알 수 없음
D014296,블루베리 스노우,음료 및 차류,스무디류,334,4,0.7,68,단맛,과일류,설탕,알 수 없음
D014297,그린티 스노우,음료 및 차류,스무디류,550,8,0.7,85,단맛,차류,매치아,굽기
D014298,자바 초코렛 칩 스노우,음료 및 차류,스무디류,556,7,0.7,94,단맛,초콜릿,초코렛칩,굽기
D014299,쿠키&크림 스노우,음료 및 차류,스무디류,668,10,0.7,108,단맛,밀가루,초코렛,알 수 없음
D015929,반미터통감자새우피자,빵류,피자류,456,25,11,35,단맛,알 수 없음,새우,굽기
D014301,얼그레이 밀크티 HOT,음료 및 차류,차류,330,9.6,1.95,19.5,단맛,차류,허니,끓이기
D014302,제주 청귤 에이드 ICE,음료 및 차류,탄산음료류,184,1,0,37.12,신맛,과일류,설탕,끓이기
D014303,제주 청귤 주스 ICE,음료 및 차류,과일.채소음료류,264,1,2.555,51.1,단맛,과일류,얼음,끓이기
D014304,워터멜론 주스 ICE,음료 및 차류,과일.채소음료류,201,1.2,2.405,48.1,단맛,과일류,얼음,끓이기
D014305,피치우롱 HOT,음료 및 차류,차류,11,1,2,20,매운맛,과일류,알 수 없음,끓이기
D014306,피치우롱 ICE,음료 및 차류,차류,10,1,2.15,21.5,단맛,과일류,사과즙,알 수 없음
D014307,얼그레이 리저브 HOT,음료 및 차류,차류,10,1,2,20,단맛,차류,알 수 없음,끓이기
D014308,얼그레이 리저브 ICE,음료 및 차류,차류,10,1,2.15,21.5,단맛,차류,알 수 없음,끓이기
D015931,반미터페퍼&파인피자,빵류,피자류,463,23,11,35,단맛,알 수 없음,파인애플,굽기
D016412,더블 포테이토 피자,빵류,피자류,371,16,11,35,담백한맛,알 수 없음,토마토소스,굽기
D014311,크림슨 펀치 HOT,음료 및 차류,차류,23,0,2,20,매운맛,채소류,토마토,굽기
D016418,트리플 바비큐피자,빵류,피자류,383,22,11,35,단맛,알 수 없음,치즈,굽기
D014313,루이보스 빌베리 HOT,음료 및 차류,차류,11,0,2,20,단맛,차류,알 수 없음,끓이기
D014314,루이보스 빌베리 ICE,음료 및 차류,차류,11,0,2.15,21.5,단맛,차류,알 수 없음,끓이기
D014315,로얄 캐모마일 HOT,음료 및 차류,차류,9,0,2,20,단맛,차류,알 수 없음,끓이기
D014316,로얄 캐모마일 ICE,음료 및 차류,차류,9,0,2.15,21.5,단맛,차류,얼음,끓이기
D014317,로즈힙 밀크티 HOT,음료 및 차류,차류,490,11.4,1.65,16.5,단맛,차류,허니,끓이기
D014318,로즈힙 밀크티 ICE,음료 및 차류,차류,409,7.7,1.94,19.4,단맛,차류,얼음,끓이기
D014319,오리지널 밀크티 HOT,음료 및 차류,차류,494,11.4,1.65,16.5,단맛,차류,설탕,끓이기
D014320,오리지널 밀크티 ICE,음료 및 차류,차류,412,7.4,1.94,19.4,단맛,유제품,설탕,끓이기
D014321,유자티 HOT,음료 및 차류,차류,260,0,2.15,21.5,단맛,과일류,꿀,끓이기
D014322,나이트로 그린티 애플 ICE,음료 및 차류,차류,109,0,1.625,16.25,단맛,차류,사과,끓이기
D014323,나이트로 히비스커스 라즈베리 ICE,음료 및 차류,차류,93,0,1.4,14,단맛,차류,라즈베리,끓이기
D014324,한라봉 스파클링 에이드 ICE,음료 및 차류,탄산음료류,418,1,0,37.68,단맛,과일류,물,끓이기
D014325,자색고구마라떼 HOT,음료 및 차류,기타 음료류,246,9.9,11.62371795,24,단맛,채소류,설탕,끓이기
D014326,자색고구마라떼 ICE,음료 및 차류,기타 음료류,175,6.8,11.62371795,18,단맛,채소류,설탕,굽기
D014327,레드자몽스파클링에이드 ICE,음료 및 차류,탄산음료류,113,0.6,0,38.64,신맛,과일류,얼음,끓이기
D014328,스트로베리 스파클링에이드 ICE,음료 및 차류,탄산음료류,89,1,0,38.64,단맛,과일류,아이스,굽기
D014329,레몬티 HOT,음료 및 차류,차류,247,0.2,2.18,21.8,신맛,과일류,알 수 없음,끓이기
D014330,아이스티 ICE,음료 및 차류,차류,217,0.1,2.335,23.35,단맛,차류,설탕,끓이기
D014331,핫초코 HOT,음료 및 차류,기타 음료류,468,12,11.62371795,56,단맛,초콜릿,설탕,끓이기
D014332,아이스초코 ICE,음료 및 차류,기타 음료류,396,8.7,11.62371795,50,단맛,초콜릿,설탕,끓이기
D014333,그린 밀크티 HOT,음료 및 차류,차류,351,11.5,1.865,18.65,단맛,유제품,설탕,끓이기
D014334,그린 밀크티 ICE,음료 및 차류,차류,227,8.1,2.19,21.9,단맛,차류,얼음,끓이기
D014957,밀크티 크림라떼 ICED,음료 및 차류,차류,257,5,6,30,단맛,유제품,밀크,굽기
D014958,그린티 크림라떼 ICED,음료 및 차류,기타 음료류,258,5,10.62,46.02,단맛,차류,휘핑크림,끓이기
D014960,콜드브루 라떼 ICED,음료 및 차류,커피류,125,5,0,7.08,단맛,커피,우유,굽기
D014961,콜드브루,음료 및 차류,커피류,15,0,0,7.08,담백한맛,커피,물,저미기
D014962,아포가토,음료 및 차류,커피류,183,4,7,16,단맛,유제품,아이스크림,굽기
D014963,리얼 벨지안 카페모카,음료 및 차류,커피류,508,11,10.62,24.78,단맛,커피,초콜릿,굽기
D014964,바닐라딜라이트 HOT,음료 및 차류,커피류,321,10,23.31,84.915,단맛,커피,설탕,굽기
D014965,바닐라딜라이트 ICED,음료 및 차류,커피류,245,6,23.31,84.915,단맛,향신료,바닐라,굽기
D014966,카라멜 마키아또 HOT,음료 및 차류,커피류,246,8,5,43,단맛,커피,카라멜,굽기
D014967,카라멜 마키아또 ICED,음료 및 차류,커피류,174,5,5,43,단맛,커피,카라멜,굽기
D014968,카페모카 HOT,음료 및 차류,커피류,332,9,10.62,24.78,단맛,커피,초콜릿,끓이기
D014969,카페모카 ICED,음료 및 차류,커피류,287,6,10.62,24.78,단맛,커피,아이스,굽기
D014970,카푸치노 HOT,음료 및 차류,커피류,160,7,5.664,8.85,단맛,커피,우유,굽기
D014971,카페라떼 HOT,음료 및 차류,커피류,180,8,10,13,단맛,커피,우유,끓이기
D014972,카페라떼 ICED,음료 및 차류,커피류,103,5,10,13,단맛,커피,우유,굽기
D014973,아메리카노 HOT,음료 및 차류,커피류,11,1,0,2,담백한맛,커피,물,끓이기
D014974,아메리카노 ICED,음료 및 차류,커피류,11,1,0,2,담백한맛,커피,물,끓이기
D014975,에스프레소 마키아또 HOT,음료 및 차류,커피류,12,1,0.05,0,단맛,커피,에스프레소,굽기
D014976,에스프레소 꼰빠냐 HOT,음료 및 차류,커피류,61,1,0.05,0,단맛,커피,시나몬,굽기
D014977,에스프레소 HOT,음료 및 차류,커피류,5,0,0.05,0,단맛,커피,물,끓이기
D014978,우리 사과ㆍ히비스커스 HOT,음료 및 차류,차류,140,0,1.77,17.7,단맛,과일류,알 수 없음,끓이기
D014979,우리 사과ㆍ히비스커스 ICED,음료 및 차류,차류,140,0,1.77,17.7,단맛,과일류,히비스커스,알 수 없음
D014980,우리 사과ㆍ레몬차 HOT,음료 및 차류,차류,208,0,1.77,17.7,단맛,과일류,레몬,끓이기
D014981,우리 사과ㆍ레몬차 ICED,음료 및 차류,차류,208,0,1.77,17.7,신맛,과일류,레몬,끓이기
D014982,천도복숭아 라떼 ICED,음료 및 차류,기타 음료류,264,5,11.62371795,69.21280488,단맛,과일류,설탕,끓이기
D014983,유자 캐모마일 HOT,음료 및 차류,차류,188,0,1.77,17.7,단맛,과일류,유자,끓이기
D014984,유자 캐모마일 ICED,음료 및 차류,차류,188,0,1.77,17.7,단맛,과일류,얼음,끓이기
D014985,복숭아 얼그레이 HOT,음료 및 차류,차류,102,0,1.77,17.7,단맛,과일류,꿀,끓이기
D014986,복숭아 얼그레이 ICED,음료 및 차류,차류,102,0,1.77,17.7,단맛,과일류,차가운물,끓이기
D014987,고구마라떼 HOT,음료 및 차류,기타 음료류,438,8,7.08,67.26,단맛,채소류,시나몬,끓이기
D014988,고구마라떼 ICED,음료 및 차류,기타 음료류,319,6,7.08,67.26,단맛,채소류,시럽,끓이기
D014989,히비스커스블렌드 HOT,음료 및 차류,차류,0,0,1.77,17.7,단맛,차류,알 수 없음,끓이기
D014990,히비스커스블렌드 ICED,음료 및 차류,차류,0,0,1.77,17.7,단맛,차류,히비스커스,끓이기
D014991,피치우롱 HOT,음료 및 차류,차류,0,0,1.77,17.7,매운맛,과일류,양파,굽기
D014992,피치우롱 ICED,음료 및 차류,차류,0,0,1.77,17.7,단맛,과일류,알 수 없음,알 수 없음
D014993,페퍼민트 HOT,음료 및 차류,차류,2,0,1.77,17.7,매운맛,차류,초콜릿,알 수 없음
D014994,페퍼민트 ICED,음료 및 차류,차류,1,0,1.77,17.7,단맛,차류,페퍼민트,끓이기
D014995,캐모마일 HOT,음료 및 차류,차류,3,0,1.77,17.7,담백한맛,차류,캐모마일,끓이기
D014996,캐모마일 ICED,음료 및 차류,차류,1,0,1.77,17.7,담백한맛,차류,허니,끓이기
D014997,얼그레이 HOT,음료 및 차류,차류,3,0,1.77,17.7,단맛,차류,밀크,끓이기
D014998,얼그레이 ICED,음료 및 차류,차류,2,0,1.77,17.7,단맛,차류,설탕,끓이기
